"DR_NO","DATETIME","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","LAT","LON","Location","CALOSA7URN","Gas.Price","temp","visibility","precip","sunrise","sunset","conditions","description","distance_to_center"
230116772,"2023-07-26 11:00",1,"Central",157,2,624,"BATTERY - SIMPLE ASSAULT","0448 2006",40,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0442,-118.2439,"500 S SAN PEDRO ST ",5.3,5.14,26.1,15.2,0,"06:00","19:58","Clear","Clear conditions throughout the day.",894.676019499809
230116790,"2023-07-26 14:50",1,"Central",124,1,210,"ROBBERY","0344",54,"F","H",101,"STREET",512,"MACE/PEPPER SPRAY",34.0515,-118.2424,"1ST ST LOS ANGELES ST",5.3,5.14,26.1,15.2,0,"06:00","19:58","Clear","Clear conditions throughout the day.",143.865326214296
230116768,"2023-07-26 15:40",1,"Central",153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0411 2033 1822",19,"M","W",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS",34.046,-118.251,"200 W 6TH ST ",5.3,5.14,26.1,15.2,0,"06:00","19:58","Clear","Clear conditions throughout the day.",968.094581681137
230116813,"2023-07-26 17:00",1,"Central",119,1,210,"ROBBERY","0910 0344 0400 0416 0305 1822 1218",60,"M","B",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",5.3,5.14,26.1,15.2,0,"06:00","19:58","Clear","Clear conditions throughout the day.",714.355096941368
230116819,"2023-07-26 23:00",1,"Central",152,1,210,"ROBBERY","1822 0342 0344",59,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,"5TH HILL",5.3,5.14,26.1,15.2,0,"06:00","19:58","Clear","Clear conditions throughout the day.",840.655989932911
230116798,"2023-07-27 03:00",1,"Central",135,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 2000 1814 0400 0408",29,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0495,-118.2458,"100 W 4TH ST ",5.3,5.14,25.8,15.8,0,"06:00","19:57","Clear","Clear conditions throughout the day.",361.690955844483
230116816,"2023-07-27 08:45",1,"Central",112,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 1822 1402 0910",53,"M","H",901,"MTA - RED LINE - CIVIC CENTER/GRAND PARK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0568,-118.2441,"N HILL TEMPLE",5.3,5.14,25.8,15.8,0,"06:00","19:57","Clear","Clear conditions throughout the day.",509.626732357271
230116917,"2023-07-27 12:30",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0444 0910",45,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0437,-118.2455,"7TH ST SAN PEDRO ST",5.3,5.14,25.8,15.8,0,"06:00","19:57","Clear","Clear conditions throughout the day.",964.779674721722
230116853,"2023-07-27 13:00",1,"Central",147,2,624,"BATTERY - SIMPLE ASSAULT","0444 1239",52,"M","W",517,"MISSIONS/SHELTERS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2443,"300 E 5TH ST ",5.3,5.14,25.8,15.8,0,"06:00","19:57","Clear","Clear conditions throughout the day.",774.095386726472
230116866,"2023-07-27 20:00",1,"Central",145,1,761,"BRANDISH WEAPON","0913 1218 2004 1402 0334 2000 1814 0421",39,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",101,"REVOLVER",34.0471,-118.2474,"100 E 5TH ST ",5.3,5.14,25.8,15.8,0,"06:00","19:57","Clear","Clear conditions throughout the day.",666.551514951763
230116892,"2023-07-27 23:30",1,"Central",128,2,624,"BATTERY - SIMPLE ASSAULT","0329 1309 0361 0913 0400 0416 0446",39,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0504,-118.2409,"300 E 1ST ST ",5.3,5.14,25.8,15.8,0,"06:00","19:57","Clear","Clear conditions throughout the day.",328.043562438356
230116893,"2023-07-28 04:30",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0445",57,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0467,-118.2485,"500 S MAIN ST ",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",759.631990846876
230116940,"2023-07-28 06:00",1,"Central",138,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1906 0421",28,"M","B",203,"OTHER BUSINESS",511,"VERBAL THREAT",34.0472,-118.2443,"300 BOYD ST ",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",563.375255883182
230116911,"2023-07-28 07:00",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 1218 1268 0445 0444 0429 0400",35,"M","B",108,"PARKING LOT",304,"CLUB/BAT",34.0453,-118.2499,"6TH MAIN",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",961.665962659669
230116885,"2023-07-28 08:00",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416 1822",35,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2485,"100 W 5TH ST ",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",759.631990846876
230116921,"2023-07-28 10:30",1,"Central",145,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0602 1218 0400 0445 0416",39,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311,"HAMMER",34.0481,-118.2472,"400 S MAIN ST ",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",563.122963708484
230116894,"2023-07-28 11:55",1,"Central",165,2,624,"BATTERY - SIMPLE ASSAULT","0400 0446 0416",52,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.249,"6TH LOS ANGELES ST",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",981.263899130815
230117647,"2023-07-28 12:00",1,"Central",112,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1813 1218 0421 0422 0443 1912 2000",37,"F","W",702,"OFFICE BUILDING/OFFICE",511,"VERBAL THREAT",34.057,-118.2437,"200 W TEMPLE ST ",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",530.439690835475
230117364,"2023-07-28 14:00",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0910 0446 1822 2052 2050",55,"F","H",935,"MTA - BLUE LINE - WASHINGTON",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0564,-118.2374,"ALAMEDA ST LOS ANGELES ST",5.3,5.14,24.3,14.5,0,"06:01","19:57","Clear","Clear conditions throughout the day.",742.130893299278
230116951,"2023-07-29 01:50",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","1822 0416 0429 1202",72,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2485,"100 E 5TH ST ",5.3,5.14,24.8,13.2,0,"06:02","19:56","Clear","Clear conditions throughout the day.",759.631990846876
230116948,"2023-07-29 04:40",1,"Central",134,1,310,"BURGLARY","0344 1402 1609",34,"M","B",203,"OTHER BUSINESS",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0502,-118.2487,"300 S SPRING ST ",5.3,5.14,24.8,13.2,0,"06:02","19:56","Clear","Clear conditions throughout the day.",515.205778132824
230116993,"2023-07-29 11:00",1,"Central",123,2,860,"BATTERY WITH SEXUAL CONTACT","0416 0503 0522 0342 1202 2021 0913",61,"F","H",709,"PUBLIC RESTROOM(INDOORS-INSIDE)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0541,-118.2451,"GRAND HILL",5.3,5.14,24.8,13.2,0,"06:02","19:56","Clear","Clear conditions throughout the day.",245.320617666836
230116953,"2023-07-29 11:30",1,"Central",148,2,624,"BATTERY - SIMPLE ASSAULT","0416 0417 1202 1822",61,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.044,-118.24,"400 STANFORD AV ",5.3,5.14,24.8,13.2,0,"06:02","19:56","Clear","Clear conditions throughout the day.",977.63345738429
230116985,"2023-07-29 17:15",1,"Central",155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 1218 2004 0431",53,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,"MACE/PEPPER SPRAY",34.0454,-118.2465,"500 MAPLE AV ",5.3,5.14,24.8,13.2,0,"06:02","19:56","Clear","Clear conditions throughout the day.",804.009148378283
230116980,"2023-07-30 01:45",1,"Central",145,1,210,"ROBBERY","2004 1822 0344 0400 0334 0312 0355",46,"M","H",102,"SIDEWALK",101,"REVOLVER",34.0481,-118.2472,"400 S MAIN ST ",5.3,5.14,24.8,13.6,0,"06:02","19:55","Clear","Clear conditions throughout the day.",563.122963708484
230117012,"2023-07-30 09:00",1,"Central",144,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","0408 0913 1814 2000 0448 1218",40,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0478,-118.2484,"400 S MAIN ST ",5.3,5.14,24.8,13.6,0,"06:02","19:55","Clear","Clear conditions throughout the day.",658.045741615644
230117050,"2023-07-30 19:00",1,"Central",156,2,860,"BATTERY WITH SEXUAL CONTACT","0344 0522 2034",33,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.245,"500 SAN JULIAN ST ",5.3,5.14,24.8,13.6,0,"06:02","19:55","Clear","Clear conditions throughout the day.",858.561165993895
230117042,"2023-07-30 21:10",1,"Central",152,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 0444 1814",33,"M","H",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0495,-118.2528,"500 S OLIVE ST ",5.3,5.14,24.8,13.6,0,"06:02","19:55","Clear","Clear conditions throughout the day.",894.306563927795
230117038,"2023-07-30 23:40",1,"Central",164,2,860,"BATTERY WITH SEXUAL CONTACT","0400 0416 0913 1501",36,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0453,-118.2499,"600 S MAIN ST ",5.3,5.14,24.8,13.6,0,"06:02","19:55","Clear","Clear conditions throughout the day.",961.665962659669
230117046,"2023-07-31 06:10",1,"Central",157,1,210,"ROBBERY","0400 0346 0344 1218 2004 0913",64,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0435,-118.2427,"5TH SAN PEDRO",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",976.593716798603
230117047,"2023-07-31 06:45",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0400 0416 2034 1218 2004 2033",32,"F","H",501,"SINGLE FAMILY DWELLING",304,"CLUB/BAT",34.0467,-118.2485,"100 E 5TH ST ",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",759.631990846876
230117096,"2023-07-31 13:00",1,"Central",164,1,310,"BURGLARY","1218 1814 0344 2000",30,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2499,"600 S MAIN ST ",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",961.665962659669
230117091,"2023-07-31 13:15",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","2048 0448 0400 1822 0910",21,"F","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",714.355096941368
230117075,"2023-07-31 16:30",1,"Central",134,2,623,"BATTERY POLICE (SIMPLE)","1212 0400 2002 1822",0,"X","X",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.2487,"300 S SPRING ST ",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",515.205778132824
230117074,"2023-07-31 16:30",1,"Central",134,2,623,"BATTERY POLICE (SIMPLE)","1212 0400 2002 1822",0,"X","X",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.2487,"300 S SPRING ST ",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",515.205778132824
230117101,"2023-07-31 17:27",1,"Central",122,2,624,"BATTERY - SIMPLE ASSAULT","2049 2017 1822 0400 0910",47,"F","H",801,"MTA BUS",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0543,-118.2466,"1ST HILL",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",353.867748863907
230117094,"2023-07-31 23:15",1,"Central",147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 1218 2004 0400 0411",31,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,"KNIFE WITH BLADE 6INCHES OR LESS",34.0453,-118.2443,"300 E 5TH ST ",5.3,5.14,26,14.3,0,"06:03","19:54","Clear","Clear conditions throughout the day.",774.095386726472
230117342,"2023-08-01 00:01",1,"Central",164,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0448 0416 0419 0913 1813 2000",29,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2499,"600 S MAIN ST ",5.6,5.432,25.2,14.2,0,"06:04","19:54","Clear","Clear conditions throughout the day.",961.665962659669
230121048,"2023-08-01 08:00",1,"Central",134,2,860,"BATTERY WITH SEXUAL CONTACT","0400 0416 1802 0522 0531",37,"F","H",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.2487,"300 S SPRING ST ",5.6,5.432,25.2,14.2,0,"06:04","19:54","Clear","Clear conditions throughout the day.",515.205778132824
230117158,"2023-08-01 11:30",1,"Central",135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0447 1266 1822",49,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0495,-118.2458,"300 S LOS ANGELES ST ",5.6,5.432,25.2,14.2,0,"06:04","19:54","Clear","Clear conditions throughout the day.",361.690955844483
230117170,"2023-08-01 12:20",1,"Central",127,1,761,"BRANDISH WEAPON","0334 1501 0913",51,"F","H",102,"SIDEWALK",201,"KNIFE WITH BLADE OVER 6 INCHES IN LENGTH",34.0515,-118.2424,"100 N LOS ANGELES ST ",5.6,5.432,25.2,14.2,0,"06:04","19:54","Clear","Clear conditions throughout the day.",143.865326214296
230117137,"2023-08-01 20:00",1,"Central",132,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0400 0416 0342 1266",22,"M","O",203,"OTHER BUSINESS",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0545,-118.2499,"200 S GRAND AV ",5.6,5.432,25.2,14.2,0,"06:04","19:54","Clear","Clear conditions throughout the day.",626.38215966755
230117153,"2023-08-01 20:44",1,"Central",119,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416 0431 1822 1218 0910",60,"M","B",102,"SIDEWALK",512,"MACE/PEPPER SPRAY",34.0561,-118.2375,"800 N ALAMEDA ST ",5.6,5.432,25.2,14.2,0,"06:04","19:54","Clear","Clear conditions throughout the day.",714.355096941368
230117222,"2023-08-01 22:00",1,"Central",147,1,210,"ROBBERY","2004 0400 0417 1218 0337 0913",52,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0459,-118.243,"4TH SAN PEDRO",5.6,5.432,25.2,14.2,0,"06:04","19:54","Clear","Clear conditions throughout the day.",708.017111960087
230117175,"2023-08-02 06:00",1,"Central",154,1,761,"BRANDISH WEAPON","0416 0342 1218 0345 1822",36,"M","B",102,"SIDEWALK",211,"AXE",34.0471,-118.2491,"5TH ST MAIN ST",5.6,5.432,24,15.7,0,"06:05","19:53","Clear","Clear conditions throughout the day.",759.202057112701
230117254,"2023-08-02 11:00",1,"Central",154,1,121,"RAPE, FORCIBLE","1276 0913 1402 0408 2000 0446 0416 0527",37,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2485,"100 W 5TH ST ",5.6,5.432,24,15.7,0,"06:05","19:53","Clear","Clear conditions throughout the day.",759.631990846876
230118572,"2023-08-02 11:15",1,"Central",127,2,920,"KIDNAPPING - GRAND ATTEMPT","1309 1822 0400",39,"M","A",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0534,-118.2409,"300 N LOS ANGELES ST ",5.6,5.432,24,15.7,0,"06:05","19:53","Clear","Clear conditions throughout the day.",287.580022062342
230117181,"2023-08-02 14:00",1,"Central",138,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 2000 0416 2004 1814 1218 0408 1402",32,"F","W",102,"SIDEWALK",308,"STICK",34.0461,-118.2395,"3RD ST CENTRAL",5.6,5.432,24,15.7,0,"06:05","19:53","Clear","Clear conditions throughout the day.",784.39081614234
230117172,"2023-08-02 14:00",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 1822 1218",39,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.245,"5TH SAN JULIAN",5.6,5.432,24,15.7,0,"06:05","19:53","Clear","Clear conditions throughout the day.",858.561165993895
230117197,"2023-08-02 18:40",1,"Central",148,2,624,"BATTERY - SIMPLE ASSAULT","1822 1218 2004 1402 0445 0416",55,"F","W",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0459,-118.243,"400 S SAN PEDRO ST ",5.6,5.432,24,15.7,0,"06:05","19:53","Clear","Clear conditions throughout the day.",708.017111960087
230117198,"2023-08-02 19:30",1,"Central",148,2,624,"BATTERY - SIMPLE ASSAULT","1822 2004 0334 0400",43,"M","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0454,-118.2422,"4TH ST SAN PEDRO ST",5.6,5.432,24,15.7,0,"06:05","19:53","Clear","Clear conditions throughout the day.",773.066101082953
230117203,"2023-08-03 04:00",1,"Central",143,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1814 2000 0416 2034 1218 0913",30,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0481,-118.2507,"5TH BROADWAY",5.6,5.432,22.6,15.7,0,"06:05","19:52","Clear","Clear conditions throughout the day.",794.199434130006
230117205,"2023-08-03 04:00",1,"Central",143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0342 0447 0416",43,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0481,-118.2507,"5TH BROADWAY",5.6,5.432,22.6,15.7,0,"06:05","19:52","Clear","Clear conditions throughout the day.",794.199434130006
230117209,"2023-08-03 04:00",1,"Central",154,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329 1822",30,"F","B",122,"VEHICLE, PASSENGER/TRUCK",215,"MACHETE",34.0474,-118.2496,"500 S SPRING ST ",5.6,5.432,22.6,15.7,0,"06:05","19:52","Clear","Clear conditions throughout the day.",766.50635606971
230118135,"2023-08-03 11:30",1,"Central",142,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0445 0416",48,"M","W",210,"RESTAURANT/FAST FOOD",500,"UNKNOWN WEAPON/OTHER WEAPON",34.053,-118.2512,"300 S GRAND AV ",5.6,5.432,22.6,15.7,0,"06:05","19:52","Clear","Clear conditions throughout the day.",698.509762998311
230117267,"2023-08-03 18:20",1,"Central",138,2,860,"BATTERY WITH SEXUAL CONTACT","1822 1402 0372 0522",43,"F","O",402,"MARKET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0468,-118.2415,"300 S ALAMEDA ST ",5.6,5.432,22.6,15.7,0,"06:05","19:52","Clear","Clear conditions throughout the day.",637.64540216912
230117253,"2023-08-03 19:35",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","1822 1218 0446 0416 1206 2047",59,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0461,-118.2475,"5TH ST LOS ANGELES",5.6,5.432,22.6,15.7,0,"06:05","19:52","Clear","Clear conditions throughout the day.",768.348758331556
230117266,"2023-08-03 23:50",1,"Central",145,1,210,"ROBBERY","0344 1822 0355 1402",31,"M","O",102,"SIDEWALK",102,"HAND GUN",34.0464,-118.248,"5TH ST MAIN ST",5.6,5.432,22.6,15.7,0,"06:05","19:52","Clear","Clear conditions throughout the day.",761.878164806154
230117308,"2023-08-04 08:50",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0910 1822 0416",40,"M","O",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",714.355096941368
230117294,"2023-08-04 10:00",1,"Central",154,1,210,"ROBBERY","0917 0408 0416 0344 0913 0432",49,"M","H",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2485,"100 W 5TH ST ",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",759.631990846876
230117481,"2023-08-04 11:00",1,"Central",144,1,210,"ROBBERY","1402 0344 0401 0408 0913 1817 2004",47,"M","B",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0478,-118.2484,"400 S MAIN ST ",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",658.045741615644
230117404,"2023-08-04 12:00",1,"Central",164,1,121,"RAPE, FORCIBLE","1817 0400 0527 0416 1206 2001 1402 1405 0913 0418",24,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2499,"600 S MAIN ST ",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",961.665962659669
230100811,"2023-08-04 18:45",1,"Central",144,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1402 0416 2000 1814",25,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0478,-118.2484,"400 S MAIN ST ",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",658.045741615644
230117389,"2023-08-04 20:30",1,"Central",142,1,220,"ATTEMPTED ROBBERY","0329 0342 0334 1300 1309 1310 0432 0416 1822",30,"M","A",101,"STREET",106,"UNKNOWN FIREARM",34.0531,-118.2513,"3RD GRAND",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",709.090251977282
230117916,"2023-08-04 23:00",1,"Central",134,1,121,"RAPE, FORCIBLE","1501 0913 0400",21,"F","B",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.2487,"300 S SPRING ST ",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",515.205778132824
230117682,"2023-08-04 23:00",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT","0408 0448 0342 1822 0910",28,"M","W",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,"5TH HILL",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",840.655989932911
230117339,"2023-08-04 23:00",1,"Central",132,2,624,"BATTERY - SIMPLE ASSAULT","0416 0447 1309",50,"M","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0534,-118.2483,"2ND HILL",5.6,5.432,22.7,15.9,0,"06:06","19:51","Clear","Clear conditions throughout the day.",445.139197977862
230117359,"2023-08-05 06:41",1,"Central",155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1218 1822 0445",45,"M","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0454,-118.2465,"5TH MAPLE",5.6,5.432,23.4,15.6,0,"06:07","19:50","Clear","Clear conditions throughout the day.",804.009148378283
230117332,"2023-08-05 12:10",1,"Central",152,1,480,"BIKE - STOLEN","0344 0416 0397 1822",24,"M","W",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.2539,"600 W 5TH ST ",5.6,5.432,23.4,15.6,0,"06:07","19:50","Clear","Clear conditions throughout the day.",969.184757203819
230117374,"2023-08-05 18:30",1,"Central",156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0432 0400 0603 0913 1218 2004",30,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN",34.0437,-118.2455,"500 S SAN PEDRO ST ",5.6,5.432,23.4,15.6,0,"06:07","19:50","Clear","Clear conditions throughout the day.",964.779674721722
230117368,"2023-08-05 19:15",1,"Central",156,1,210,"ROBBERY","1218 0344 1822 0411 0400",36,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0437,-118.2455,"7TH ST SAN PEDRO",5.6,5.432,23.4,15.6,0,"06:07","19:50","Clear","Clear conditions throughout the day.",964.779674721722
